Tai viskas.	That is all.
Auksas visko nenupirks.	Gold will not buy everything.
Aų tavęs prašau šitą padaryti nes aš tavimi pasitikiu.	I'm asking you to do this because I trust you.
Avilyje gali būti tik viena karalienė	There can be only one queen in the hive.
Baltus kilimus sunku išlaikyti švarius.	White carpets are very hard to keep clean.
Banginis yra žinduolis.	A whale is a mammal.
Blondinė kalba su savo psichiatru.	A blonde is speaking to her psychiatrist.
Būkite kūrybingi.	Be creative.
Būtų geriau jei taip daug nerūkytum.	You shouldn't smoke so much.
Dabar tikrai nuobodžiauju.	I'm really bored right now.
Dalyvauk!	Participate!
Dženė yra patrauklesnė už Siuzaną.	Jane is more attractive than Susan.
Džordžas palydėjo mane namo.	George accompanied me home.
Esu nėsčia.	I'm pregnant.
Esu pavargęs nuo ilgo vaikščiojimo.	I am tired from a long walk.
Florencija yra pats gražiausias miestas Italijoje.	Florence is the most beautiful city in Italy.
Gailiuosi nepaklausiusi jo patarimo.	I regret not having taken his advice.
Gėdijuosi savimi.	I'm ashamed of myself.
Iki šiol, niekas niekada nėra matęs marsiečio.	Until now, no one has ever seen a Martian.
Į mokyklą paprastai einu pėsčia.	I usually walk to school.
Indija buvo pavaldi Britanijos imperijai.	India was subject to the British Empire.
Įsigykime Kalėdų eglutę.	Let's go get a Christmas tree.
Išmokau gyventi su nugaros skausmais.	I've learned to live with the pain in my back.
Išsiplauk rankas muilu.	Wash your hands with soap.
Iš žmonių pasigirdo šūksnis.	A shout arose from the people.
Jam nepatinka apelsinai.	He doesn't like oranges.
Jei Dievas neegzistuotų, mums tektų jį sukurti.	If God did not exist, it would be necessary to invent him.
Jeigu nebūtų oro, žmogus nepragyventų nė dešimt minučių.	If there were no air, man could not live even ten minutes.
Jei ji būtų tavimi pasitikėjusi, ji nebūtų to padariusi.	If she had trusted you, she wouldn't have done so.
Jei jis tikrai mane mėgtų, jis man dažniau skambintų.	If he really liked me, he would call me more often.
Jei tu neeisi į mokyklą, tada tu nieko neišmoksi.	If you don't go to school, then you won't learn anything.
Ji bando perdažyti savo namus.	She's trying to repaint her house.
Ji drebėjo klausydamasi naujiemų.	She was trembling as she listened to the news.
Jie sumalė kviečius į miltus.	They grind wheat into flour.
Ji gali būti rimtai susirgusi.	She might be seriously ill.
Ji išėjo nė neatsisveikinusi su savo draugais.	She left without even saying good-bye to her friends.
Ji nori perdažyti savo plaukus raudonai.	She wants to dye her hair red.
Ji pamėtė knygą.	She lost a book.
Ji pasidarė popierinę snaigę.	She made a paper snowflake.
Ji pasišildė prie ugnies.	She warmed herself by the fire.
Ji pradingo be dokumetų.	She disappeared with no documents.
Jis apribojo gėrimą iki vieno alaus per dieną.	He restricted his drinking to one beer a day.
Jis buvo toks skurdus kad nė negalėjo nusipirkti duonos.	He was so poor that he couldn't buy bread.
Jis neigė esąs vagis.	He denied that he was the thief.
Jis pabalo iš siaubo.	He turned pale with fright.
Jis pamėtė knygą.	He lost a book.
Jis pamėtė naują savo laikrodį.	He lost his new watch.
Jis pamėtė savo naują laikrodį.	He lost his new watch.
Jis parsivežė suvenyrų.	He brought back several souvenirs.
Jis sutaisė sulūžusį stalą.	He fixed the broken table.
Jis tau paskolins šią knygą.	He'll lend you his book.
Ji tapo daininke.	She became a singer.
Ji tapo nėsčia.	She became pregnant.
Ji žino viską apie maisto gaminimą.	She knows everything about cooking.
Jo šalyje, gimtadienį švenčiama ne vieną dieną, o visą savaitę.	In his country, a birthday was celebrated not just for a day, but for a whole week.
Jo veidas pabalo.	His face turned white.
Jūs negalite nusižudyti susilaikant kvėpavimą.	You cannot kill yourself by holding your breath.
Kai mes pažiūrėjome žemyn, mes pamatėme daug pastatų.	When we looked down, we saw many buildings.
Kaip jūs tai paaiškintumėte?	How do you explain it?
Kaip seniai pradėjai mokytis esperantų kalbos?	How long ago did you start learning Esperanto?
Ką labiau mėgsti: obuolius ar bananus?	Which do you like better, apples or bananas?
Kambarys sušyla.	The room is warming up.
Kas tik gali pakrypti bloga linkme taip ir pakryps.	Whatever can go wrong will go wrong.
Kas vagia kiaušinį, pavogs ir jautį.	He who steals a pin will steal an ox.
Kenas pasiteiravo apie jo tėvo sveikatą.	Ken inquired about his father.
Kiek tu turi brolių ir sesių?	How many siblings do you have?
Kokie negražūs plaukai.	What ugly hair.
Koks skirtumas tarp kopūsto ir salotų?	What's the difference between cabbage and lettuce?
Komanda buvo padalinta į mažesnes grupeles.	The team was divided into smaller groups.
Kraujas teka kraujagyslėse.	Blood runs in the veins.
Lietuva įstoja į Europos Sąjungą.	Lithuania is joining the European Union.
Lik pozityvi.	Stay positive.
Maisto ruošimas užima per daug laiko.	Cooking takes up too much time.
Man nepatinka gyventi tokioje triukšmingoje vietoje.	I dislike living in such a noisy place.
Mano sesė mėgsta melionus, ir aš taip pat.	My sister likes melons and so do I.
Mano šuo buvo rimtai susirgęs.	My pet dog was seriously ill.
Man užteko sutaupytų pinigų nusipirkti norimą gitarą.	I had enough money saved to buy the guitar I want.
Marškiniai yra labai nešvarūs. Prieš tau einant į mokyklą, jie turi būti išskalbti.	The shirt is very dirty. Before you go to school, it has to be washed.
Mes atsikėlėme anksti tam kad galėtume pamatyti saulėtekį.	We got up early so that we could see the sunrise.
Mes buvome nustebinti jo elgsena.	We were surprised by his behavior.
Mes įkalbėjome jį pakeisti savo nuomonę.	We persuaded him to change his mind.
Mes prakaitavome karštyje.	We were sweating in the heat.
Musė gali vaikščioti lubomis.	A fly can walk on the ceiling.
Mūsų komandai trūko mobilumo.	The team lacked mobility.
Neatidarykite prieš tai kai traukinys sustos.	Don't open before the train stops.
Nedėk vilčių, kad jis paskolins tau pinigų.	Don't count on him to lend you any money.
Neklauskite jų, kur jie eina.	Don't ask them where they are going.
Nepavėluok į autobusą.	Don't miss the bus.
Nesitikėk, kad jis paskolins tau pinigų.	Don't count on him to lend you any money.
Nė už ką to neparduočiau.	I wouldn't sell that at any price.
Neužmink man ant galvos.	Don't step on my head.
Nežinodama, ką pasakyti, ji tylėjo.	Not knowing what to say, she remained silent.
Norėčiau nusipirkti medinę trobelę kur nors Kanadoje.	I'd like to buy a log cabin somewhere in Canada.
Nori, kad aš tave pamokyčiau?	Do you want me to teach you?
Nustok būčiuoti keistus berniukus!	Stop kissing strange boys!
Pažiūrėjus į jo veidą, galima buvo pasakyti kad jis buvo susierzinęs.	Looking at his face, you could tell that he was annoyed.
Pažiūrėk į tą kalną padengtą sniegu.	Look at that mountain which is covered with snow.
Pažūrėk į pavyzdį paduotą viršuje.	See the example given above.
Ponai, užveskite savo variklius.	Gentlemen, start your engines.
Prie mano bato pado prilipo kramtomoji guma.	Gum got stuck to the bottom of my shoe.
Rugsėjo mėnesį vandenyne būna gausu medūzų.	There are lots of jellyfish in the ocean in September.
Sėskime ant suolo.	Let's sit down on the bench.
Šie apelsinai yra skanūs.	These oranges taste good.
Šikšnosparnis tai ne paukštis, bet žinduolis.	A bat is not a bird, but a mammal.
Šį mėnesį dar nelijo.	It has not rained this month yet.
Ši tendencija yra pakankamai naudinga.	This tendency is quite useful.
Smagių išeiginių!	Enjoy your holidays.
Stalas neužima daug vietos.	The table doesn't take much room.
Sudarykite jo fotorobotą!	Make his identikit!
Tai filmas Hindi kalba.	It's a Hindi movie.
Tai niekada nepradings.	That will never disappear.
Tau nepatinka pasakojimai apią meilę.	You don't like love stories.
Teste padariau rimtą klaidą.	I made a serious mistake on the test.
Tomas dar tik apšyla.	Tom is just warming up.
Tomas energingesnis už būrį voverių.	Tom has more energy than a pack of squirrels.
Tomas galvojo kad Merė napakankamai miegojo.	Tom thought that Mary wasn't getting enough sleep.
Tomas galvojo kad Mėrės sijonas buvo per tumpas.	Tom thought Mary's skirt was way too short.
Tomas gavo šiuos biletus už dyką.	Tom got these tickets for free.
Tomas niekada neaplankė Merės ligoninėje.	Tom never visited Mary in the hospital.
Tomas niekada neapvils tavęs.	Tom will never let you down.
Triušiai mėgsta valgyti morkas.	Rabbits like to eat carrots.
Turiu vyresnįjį brolį, kuris yra tavo metų.	I have an older brother who's the same age as you.
Turiu vyresnįjį brolį, kuris yra tokio pat amžiaus, kaip tu.	I have an older brother who's the same age as you.
"Užsičiaupk," jis sušnabždėjo.	"Shut up," he whispered.
Vaikai skina sode gėles.	The kids are picking flowers in the garden.
Vakar susipykau su savo vyresniu broliu.	I quarrelled with my older brother yesterday.
Vilko neįmanoma prisijaukinti.	A wolf cannot be tamed.
Visata yra beribė.	The universe is endless.
Vokiški automobiliai yra vieni iš geriausių.	German cars are among the best.
Voveraitės valgo lazdyno riešutus.	Squirrels eat hazelnuts.
Vskas, ką jis sakė, buvo tiesa.	Everything he said was right.
Ar čia yra mokančių japoniškai?	Does anyone here speak Japanese?
Ar galiu naudotis tavo žodynu?	Can I use your dictionary?
Ar galiu pasinaudoti tavo žodynu?	Can I use your dictionary?
Ar jūs suspėsit?	Will you make it in time?
Ar panelė Smif yra anglų kalbos mokytoja?	Is Miss Smith an English teacher?
Ar saugu čiuožinėti ant šio ežero?	Is it safe to skate on this lake?
Ar suspėsi?	Will you make it in time?
Aš bijau pėlėdų.	I'm afraid of owls.
Aš buvau liudytoja.	I was a witness.
Aš esu vengras.	I am Hungarian.
Aš ignoruosiu tai.	I'll ignore that.
Aš išgėriau vieną alaus ir apsimečiau labai girtu.	I had one beer and pretended to be very drunk.
Asivesk savo brolį su savim.	Bring your brother with you.
Aš mėgstu korėjietišką maistą.	I like Korean cuisine.
Aš nesu gera, aš esu gailėstinga.	I am not nice, I am merciful.
Aš nesu geras, aš esu gailėstingas.	I am not nice, I am merciful.
Aš norėjau tapti filosofe.	I wanted to become a philosopher.
Aš sedžiu ant labai mažos kėdės.	I'm sitting on a very small chair.
Aš šiandien neičiau čiuožinėti.	I would not go skating today.
Aš skolinu pinigus.	I lend money.
Aš su juo susidraugavau kai aš buvau Taivane.	I became friends with him while I was in Taiwan.
Aš susidraugavau su mokiniu iš užsienio.	I made friends with a student from abroad.
Aš susidraugavau su studentu iš užsienio.	I made friends with a student from abroad.
Aš svajoju išvykti į Lietuvą ir ten apsigyventi.	I dream of going to Lithuania and living there.
Aš užsisakau picą.	I order pizza.
Atleskite man.	Forgive me.
"A" yra pirma abecėlės raidė.	A is the first letter of the alphabet.
Bavarijoje yra daug aludarių.	There are a lot of breweries in Bavaria.
Civilizuotoje Europoje buliai vis dar yra kankinami ir žudomi pramogai.	In civilized Europe, bulls are still tortured and killed for fun.
Esu aštuntame aukšte.	I'm on the eighth floor.
Galbūt rytoj snigs.	Perhaps it will snow tomorrow.
Gali naudotis mano žodynu.	You can use my dictionary.
Geležis yra daug naudingesnė nei auksas.	Iron is much more useful than gold.
Geriausias būdas išmokti prancūzų kalbą yra pagyventi prancūzakalbėje šalyje.	The best way to learn French is to live in a French-speaking country.
Greitai iš pietų parskris kregždutės.	Soon, swallows will come from the south.
Įlipk. Aš kai kur tave nuvešiu.	Get in. I'll drive you somewhere.
Jai buvo virš trisdešimt, kai atsiskleidė jos talentas.	She was over thirty when her artistic talent emerged.
Japonijoje studijuojama anglų kalba.	English is studied in Japan.
Japonijoje yra mokomasi anglų kalbos.	English is studied in Japan.
Ji atsakė visa ašarota.	She answered in tears.
Ji devėjo baltą suknelę.	She wore a white dress.
Ji devėjo juodą kepurę.	She was wearing a black hat.
Jie negalėjo išvykti todėl kad sunkiai snigo.	They could not set out because it snowed heavily.
Jis mėgsta saldžią arbatą.	He likes sweet tea.
Jis mėgsta sodininkauti.	He likes to work in the garden.
Jis moka tardyti žmones.	He knows how to interrogate people.
Jis tapo pianistu.	He became a pianist.
Jis užgesino gaisrą.	He extinguished the fire.
Jis užgesino šviesą.	He turned off the light.
Jis užgesino ugnį.	He extinguished the fire.
Ji turi patrauklias akis.	She has attractive eyes.
Jo sėkmė mane padrąsino.	His success encouraged me very much.
Jo skrybelė atrodė juokingai.	His hat looked very funny.
Jos skrybelė atrodė juokingai.	Her hat looked funny.
Jos skrybelė atrodė labai juokingai.	Her hat looked very funny.
Juo galima pasikliauti iškilus bet kokiems sunkumams.	You can always count on him in any emergency.
Kai man liūdna, draugai mane paguodžia.	When I'm sad, my friends encourage me.
Kas lengvai gaunama, lengvai ir prarandama.	Easy come, easy go.
Kava kenkia tavo skrandžiui.	Coffee does harm to your stomach.
Kažkas yra ne taip su šiuo jogurtu.	There's something wrong with this yoghurt.
Kendžis yra tenisininkas.	Kenji is a tennis player.
Kodėl tu perdažei savo namą žalia spalva?	Why did you repaint your house green?
Kol aš buvau Taivane, aš su juo susidraugavau.	While I was in Taiwan, I made friends with him.
Kupranugariai dažnai naudojami keliaujant dykumose.	Camels are often used to travel in the desert.
Kur tu juos prakeikei?	Where did you curse them?
Kur tu nunešei mano antklodę?	Where did you take my blanket?
Kur yra tavo nauja staltiesė?	Where is your new tablecloth?
Liga sukliudė jos kelionę.	Illness prevented her from taking a trip.
Mane labai sukandžiojo uodai.	I got a lot of mosquito bites.
Mano dukra peršalo.	My daughter caught a cold.
Mano motina kasryt iškepa duonos.	My mother bakes bread every morning.
Mano regėjimas pradeda silpti.	My eyesight is beginning to fail.
Mano senelė niekada nekeitė savo gyvenimo būdo.	My grandmother never changed her style of living.
